ars,name,designation,postal_code,district,state,lat,lng,population
065340002002,Angelburg,,35719,Marburg-Biedenkopf,Hessen,50.824158,8.449582,3410
091720112112,Anger,,83454,Berchtesgadener Land,Bayern,47.802378,12.859411,4260
120730008008,Angermünde,Stadt,16278,Uckermark,Brandenburg,53.017304,14.003142,14233
150835051030,Angern,,39326,Börde,Sachsen-Anhalt,52.358478,11.734487,1881
071385009002,Anhausen,,56584,Neuwied,Rheinland-Pfalz,50.499676,7.55307,1401
130715158005,Ankershagen,Schliemanngemeinde,17219,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.484206,12.95775,488
130750005005,Anklam,Hansestadt,17389,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.855297,13.693003,11917
034595402002,Ankum,,49577,Osnabrück,Niedersachsen,52.541026,7.871286,8085
145210020020,Annaberg-Buchholz,Stadt,09456,Erzgebirgskreis,Sachsen,50.580572,13.003162,18815
150910010010,Annaburg,Stadt,06925,Wittenberg,Sachsen-Anhalt,51.731338,13.046683,6309
092729451451,Annathaler Wald,,,Freyung-Grafenau,Bayern,48.892841,13.626976,0
073375001501,Annweiler am Trifels,Stadt,76855,Südliche Weinstraße,Rheinland-Pfalz,49.203001,7.966259,7160
059740004004,Anröchte,,59609,Soest,Nordrhein-Westfalen,51.561271,8.327462,10304
095610000000,Ansbach,,91522,Ansbach,Bayern,49.303682,10.577254,40742
071375003004,Anschau,,56729,Mayen-Koblenz,Rheinland-Pfalz,50.299019,7.091844,286
091905176113,Antdorf,,82387,Weilheim-Schongau,Bayern,47.749411,11.308407,1356
065350002002,Antrifttal,,36326,Vogelsbergkreis,Hessen,50.795858,9.184625,1754
071315001004,Antweiler,,53533,Ahrweiler,Rheinland-Pfalz,50.403755,6.830811,476
091750111111,Anzing,,85646,Ebersberg,Bayern,48.151444,11.853441,4388
091759451451,Anzinger Forst,,,Ebersberg,Bayern,48.131765,11.908355,0
032575406002,Apelern,,31552,Schaumburg,Niedersachsen,52.289576,9.336445,2411
034510001001,Apen,,26689,Ammerland,Niedersachsen,53.218179,7.80595,12118
150815051026,Apenburg-Winterfeld,Flecken,38486,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.708386,11.203595,1652
033595401003,Apensen,,21641,Stade,Niedersachsen,53.433183,9.613698,4431
091815142111,Apfeldorf,,86974,Landsberg am Lech,Bayern,47.895579,10.92837,1208
097785766113,Apfeltrach,,87742,Unterallgäu,Bayern,48.020061,10.494802,974
160710001001,Apolda,Stadt,99510,Weimarer Land,Thüringen,51.025292,11.517678,22787
033535403001,Appel,,21279,Harburg,Niedersachsen,53.390684,9.744968,2104
010565690001,Appen,,25482,Pinneberg,Schleswig-Holstein,53.659806,9.742691,4821
073395003001,Appenheim,,55437,Mainz-Bingen,Rheinland-Pfalz,49.929855,8.033495,1413
083170005005,Appenweier,,77767,Ortenaukreis,Baden-Württemberg,48.537224,7.978133,10374
072335004201,Arbach,,56769,Vulkaneifel,Rheinland-Pfalz,50.283528,7.044341,124
095710113113,Arberg,M,91722,Ansbach,Bayern,49.144689,10.617586,2233
071315001005,Aremberg,,53533,Ahrweiler,Rheinland-Pfalz,50.415251,6.806381,196
150810030030,Arendsee (Altmark),Stadt,39619,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.881825,11.489149,6232
072315008003,Arenrath,,54518,Bernkastel-Wittlich,Rheinland-Pfalz,49.952722,6.741783,364
160615008001,Arenshausen,,37318,Eichsfeld,Thüringen,51.377339,9.969598,1025
091850113113,Aresing,,86561,Neuburg-Schrobenhausen,Bayern,48.531075,11.297536,3059
071375003006,Arft,,56729,Mayen-Koblenz,Rheinland-Pfalz,50.382822,7.082764,231
084360094094,Argenbühl,,88260,Ravensburg,Baden-Württemberg,47.688159,9.959372,6726
071335006004,Argenschwang,,55595,Bad Kreuznach,Rheinland-Pfalz,49.881134,7.699568,348
071405008003,Argenthal,,55496,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.975997,7.596954,1720
032555409001,Arholzen,,37627,Holzminden,Niedersachsen,51.866505,9.569322,327
010515175002,Arkebek,,25767,Dithmarschen,Schleswig-Holstein,54.160197,9.250362,225
010545492007,Arlewatt,,25860,Nordfriesland,Schleswig-Holstein,54.539223,9.083426,348
073315006004,Armsheim,,55288,Alzey-Worms,Rheinland-Pfalz,49.808643,8.056736,2466
010605005003,Armstedt,,24616,Segeberg,Schleswig-Holstein,53.971225,9.847056,392
033525404002,Armstorf,,21769,Cuxhaven,Niedersachsen,53.597506,9.073937,689
092760113113,Arnbruck,,93471,Regen,Bayern,49.128784,12.99795,2031
150905051010,Arneburg,Stadt,39596,Stendal,Sachsen-Anhalt,52.675249,12.002138,1402
010595920002,Arnis,Stadt,24399,Schleswig-Flensburg,Schleswig-Holstein,54.630563,9.932332,251
059580004004,Arnsberg,Stadt,59759,Hochsauerlandkreis,Nordrhein-Westfalen,51.395795,8.064801,74879
093720112112,Arnschwang,,93473,Cham,Bayern,49.273377,12.815584,2005
146250010010,Arnsdorf,,01477,Bautzen,Sachsen,51.097715,13.992798,4960
071435008203,Arnshöfen,,56244,Westerwaldkreis,Rheinland-Pfalz,50.540299,7.867673,179
160700004004,Arnstadt,Stadt,99310,Ilm-Kreis,Thüringen,50.8333,10.946529,28615
096770114114,Arnstein,St,97450,Main-Spessart,Bayern,49.978736,9.966942,8281
150870031031,Arnstein,Stadt,06456,Mansfeld-Südharz,Sachsen-Anhalt,51.696038,11.456885,6123
092770111111,Arnstorf,M,94424,Rottal-Inn,Bayern,48.561081,12.8175,6495
010585895007,Arpsdorf,,24634,Rendsburg-Eckernförde,Schleswig-Holstein,54.039492,9.858885,312
093720113113,Arrach,,93474,Cham,Bayern,49.193549,13.002538,2314
160655055086,Artern,Stadt,06556,Kyffhäuserkreis,Thüringen,51.366252,11.292898,6462
033555407003,Artlenburg,Flecken,21380,Lüneburg,Niedersachsen,53.37287,10.486159,1769
071415010201,Arzbach,,56337,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.379222,7.747792,1726
094790112112,Arzberg,St,95659,Wunsiedel i.Fichtelgebirge,Bayern,50.057171,12.185347,4908
147305302010,Arzberg,,04886,Nordsachsen,Sachsen,51.527348,13.124527,1815
072325001201,Arzfeld,,54687,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.088456,6.273505,1488
071345005004,Asbach,,55758,Birkenfeld,Rheinland-Pfalz,49.812309,7.279572,135
071385001003,Asbach,,53567,Neuwied,Rheinland-Pfalz,50.66519,7.423951,7807
097790115115,Asbach-Bäumenheim,,86663,Donau-Ries,Bayern,48.682934,10.818019,4750
160615051002,Asbach-Sickenberg,,37318,Eichsfeld,Thüringen,51.280007,10.030568,98
092785248116,Ascha,,94347,Straubing-Bogen,Bayern,48.997577,12.637381,1592
096610000000,Aschaffenburg,,63701,Aschaffenburg,Bayern,49.973506,9.147832,73091
091830113113,Aschau a.Inn,,84544,Mühldorf a.Inn,Bayern,48.197933,12.348732,3245
091870114114,Aschau i.Chiemgau,,83229,Rosenheim,Bayern,47.777656,12.324478,5471
073365008005,Aschbach,,67753,Kusel,Rheinland-Pfalz,49.600926,7.575961,304
055580004004,Ascheberg,,59387,Coesfeld,Nordrhein-Westfalen,51.79173,7.624004,15831
010570001001,Ascheberg (Holstein),,24326,Plön,Schleswig-Holstein,54.151075,10.341108,3196
010585890008,Ascheffel,,24358,Rendsburg-Eckernförde,Schleswig-Holstein,54.430871,9.69823,974
150890015015,Aschersleben,Stadt,06449,Salzlandkreis,Sachsen-Anhalt,51.756034,11.455041,25647
091840112112,Aschheim,,85609,München,Bayern,48.171014,11.71681,9149
032515403002,Asendorf,,27330,Diepholz,Niedersachsen,52.771317,9.004551,2840
033535402002,Asendorf,,21271,Harburg,Niedersachsen,53.289989,9.979301,2181
081195001087,Aspach,,71546,Rems-Murr-Kreis,Baden-Württemberg,48.96663,9.397127,8178
081180003003,Asperg,Stadt,71679,Ludwigsburg,Baden-Württemberg,48.905309,9.135236,13650
073395008002,Aspisheim,,55459,Mainz-Bingen,Rheinland-Pfalz,49.906281,7.980973,845
081285001006,Assamstadt,,97959,Main-Tauber-Kreis,Baden-Württemberg,49.427324,9.686743,2236
084255008011,Asselfingen,,89176,Alb-Donau-Kreis,Baden-Württemberg,48.529714,10.1914,1030
065320001001,Aßlar,Stadt,35614,Lahn-Dill-Kreis,Hessen,50.5893,8.464722,14482
091755112112,Aßling,,85617,Ebersberg,Bayern,47.992086,12.005281,4545
071435002204,Astert,,57627,Westerwaldkreis,Rheinland-Pfalz,50.691957,7.779931,260
059660004004,Attendorn,Hansestadt,57439,Olpe,Nordrhein-Westfalen,51.125217,7.905217,23554
071415010003,Attenhausen,,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.291971,7.877157,414
092735219115,Attenhofen,,84091,Kelheim,Bayern,48.649208,11.846593,1459
091785130115,Attenkirchen,,85395,Freising,Bayern,48.506366,11.758765,2760
084265003011,Attenweiler,,88448,Biberach,Baden-Württemberg,48.136819,9.698617,1905
092785250117,Atting,,94348,Straubing-Bogen,Bayern,48.895756,12.4873,1673
071435002205,Atzelgift,,57629,Westerwaldkreis,Rheinland-Pfalz,50.696325,7.824783,639
083155007003,Au,,79280,Breisgau-Hochschwarzwald,Baden-Württemberg,47.955421,7.828914,1501
082165003002,Au am Rhein,,76474,Rastatt,Baden-Württemberg,48.951487,8.236454,3368
091780116116,Au i.d.Hallertau,M,84072,Freising,Bayern,48.557539,11.742716,6290
096795644114,Aub,St,97239,Würzburg,Bayern,49.552013,10.06413,1370
096735634113,Aubstadt,,97633,Rhön-Grabfeld,Bayern,50.334541,10.434479,731
071355003005,Auderath,,56766,Cochem-Zell,Rheinland-Pfalz,50.186485,7.002278,665
145210035035,Aue-Bad Schlema,Stadt,08280,Erzgebirgskreis,Sachsen,50.585486,12.700986,18868
071415009004,Auel,,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.170904,7.765895,177
071335010005,Auen,,55569,Bad Kreuznach,Rheinland-Pfalz,49.831246,7.597484,185
160695051058,Auengrund,,98673,Hildburghausen,Thüringen,50.451865,10.886439,2765
081195001006,Auenwald,,71549,Rems-Murr-Kreis,Baden-Württemberg,48.937414,9.499196,6833
092710113113,Auerbach,,94530,Deggendorf,Bayern,48.803259,13.099909,2125
145215103040,Auerbach,,09392,Erzgebirgskreis,Sachsen,50.685786,12.914707,2296
093710113113,Auerbach i.d.OPf.,St,91275,Amberg-Sulzbach,Bayern,49.691728,11.6291,8846
145230020020,Auerbach/Vogtl.,Stadt,08209,Vogtlandkreis,Sachsen,50.508726,12.402307,17314
032570003003,Auetal,,31749,Schaumburg,Niedersachsen,52.234338,9.232853,6001
093755338115,Aufhausen,,93089,Regensburg,Bayern,48.872913,12.280959,1954
094725412115,Aufseß,,91347,Bayreuth,Bayern,49.8843,11.228675,1263
083155012004,Auggen,,79424,Breisgau-Hochschwarzwald,Baden-Württemberg,47.787301,7.596879,2797
097610000000,Augsburg,,86150,Augsburg,Bayern,48.368384,10.897594,301105
057660004004,Augustdorf,,32832,Lippe,Nordrhein-Westfalen,51.909123,8.74464,9774
145220020020,Augustusburg,Stadt,09573,Mittelsachsen,Sachsen,50.810614,13.10168,4379
032575407004,Auhagen,,31553,Schaumburg,Niedersachsen,52.398326,9.294945,1271
097795721117,Auhausen,,86736,Donau-Ries,Bayern,49.008065,10.621651,1052
010585895009,Aukrug,,24613,Rendsburg-Eckernförde,Schleswig-Holstein,54.083601,9.786793,3794
084360008008,Aulendorf,Stadt,88326,Ravensburg,Baden-Württemberg,47.951301,9.638492,10417
071415003005,Aull,,65582,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.385738,8.001978,390
160760092092,Auma-Weidatal,Stadt,07955,Greiz,Thüringen,50.699794,11.900885,3324
010535323003,Aumühle,,21521,Herzogtum Lauenburg,Schleswig-Holstein,53.528598,10.313492,3254
096725608111,Aura a.d.Saale,,97717,Bad Kissingen,Bayern,50.164483,10.00738,857
096775622116,Aura i.Sinngrund,,97773,Main-Spessart,Bayern,50.174553,9.574579,929
095710114114,Aurach,,91589,Ansbach,Bayern,49.244603,10.412619,3104
095725512114,Aurachtal,,91086,Erlangen-Höchstadt,Bayern,49.575073,10.822529,3105
034520001001,Aurich,Stadt,26603,Aurich,Niedersachsen,53.469895,7.482377,42612
010595919103,Ausacker,,24975,Schleswig-Flensburg,Schleswig-Holstein,54.73908,9.574858,508
150835054035,Ausleben,,39393,Börde,Sachsen-Anhalt,52.089985,11.114198,1576
092715206114,Außernzell,,94532,Deggendorf,Bayern,48.724086,13.204294,1535
010615104005,Auufer,,25548,Steinburg,Schleswig-Holstein,53.924664,9.685543,132
072325007006,Auw an der Kyll,,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.900735,6.615837,114
072325006202,Auw bei Prüm,,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.300214,6.338534,601
097759451451,Auwald,,,Neu-Ulm,Bayern,48.228288,10.074248,0
010545489009,Aventoft,,25927,Nordfriesland,Schleswig-Holstein,54.901249,8.822142,409
010515163003,Averlak,,25715,Dithmarschen,Schleswig-Holstein,53.941154,9.182663,608
033565401001,Axstedt,,27729,Osterholz,Niedersachsen,53.35533,8.77323,1192
091840137137,Aying,,85653,München,Bayern,47.970734,11.777479,5581
072355008002,Ayl,,54441,Trier-Saarburg,Rheinland-Pfalz,49.630723,6.554472,1606
097720117117,Aystetten,,86482,Augsburg,Bayern,48.404945,10.775351,3095
130735357006,Baabe,Ostseebad,18586,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.359106,13.702333,957
071375003007,Baar,,56729,Mayen-Koblenz,Rheinland-Pfalz,50.353598,7.048848,728
097715771176,Baar (Schwaben),,86674,Aichach-Friedberg,Bayern,48.588885,10.960289,1282
091860113113,Baar-Ebenhausen,,85107,Pfaffenhofen a.d.Ilm,Bayern,48.677642,11.47636,5488
064320002002,Babenhausen,Stadt,64832,Darmstadt-Dieburg,Hessen,49.962864,8.95236,17695
097785758115,Babenhausen,M,87727,Unterallgäu,Bayern,48.143052,10.253448,5669
091870116116,Babensham,,83547,Rosenheim,Bayern,48.083672,12.264331,3122
093755335116,Bach a.d.Donau,,93090,Regensburg,Bayern,49.020714,12.303994,1932
073395001003,Bacharach,Stadt,55422,Mainz-Bingen,Rheinland-Pfalz,50.060158,7.765023,1575
071325010004,Bachenberg,,57610,Altenkirchen (Westerwald),Rheinland-Pfalz,50.714447,7.646728,94
097735714112,Bachhagel,,89429,Dillingen a.d.Donau,Bayern,48.632815,10.321505,2289
081195001008,Backnang,Stadt,71522,Rems-Murr-Kreis,Baden-Württemberg,48.94691,9.424452,38818
092730116116,Bad Abbach,M,93077,Kelheim,Bayern,48.9363,12.041619,12545
091870117117,Bad Aibling,St,83043,Rosenheim,Bayern,47.863583,12.010474,18497
094795444111,Bad Alexandersbad,,95680,Wunsiedel i.Fichtelgebirge,Bayern,50.015409,12.015655,914
066350002002,Bad Arolsen,Stadt,34454,Waldeck-Frankenberg,Hessen,51.38002,9.017086,16050
091805133113,Bad Bayersoien,,82435,Garmisch-Partenkirchen,Bayern,47.690984,10.996604,1278
083365005006,Bad Bellingen,,79415,Lörrach,Baden-Württemberg,47.731696,7.556809,5134
120690020020,Bad Belzig,Stadt,14806,Potsdam-Mittelmark,Brandenburg,52.140642,12.586743,11118
034560001001,Bad Bentheim,Stadt,48455,Grafschaft Bentheim,Niedersachsen,52.302515,7.159614,16798
073375002005,Bad Bergzabern,Stadt,76887,Südliche Weinstraße,Rheinland-Pfalz,49.100366,7.999155,8724
160710003003,Bad Berka,Stadt,99438,Weimarer Land,Thüringen,50.899497,11.283174,7389
059700004004,Bad Berleburg,Stadt,57319,Siegen-Wittgenstein,Nordrhein-Westfalen,51.049858,8.392854,18400
094720116116,Bad Berneck i.Fichtelgebirge,St,95460,Bayreuth,Bayern,50.043667,11.667129,4373
071355003501,Bad Bertrich,,56864,Cochem-Zell,Rheinland-Pfalz,50.071005,7.035498,1020
033605407002,Bad Bevensen,Stadt,29549,Uelzen,Niedersachsen,53.080198,10.575419,9466
150845051015,Bad Bibra,Stadt,06647,Burgenlandkreis,Sachsen-Anhalt,51.207902,11.586191,2515
092775241113,Bad Birnbach,M,84364,Rottal-Inn,Bayern,48.444071,13.089951,5833
160730005005,Bad Blankenburg,Stadt,07422,Saalfeld-Rudolstadt,Thüringen,50.68475,11.261585,5843
096720112112,Bad Bocklet,M,97708,Bad Kissingen,Bayern,50.265699,10.080311,4734
033605408005,Bad Bodenteich,Flecken,29389,Uelzen,Niedersachsen,52.834094,10.678449,4609
081175009012,Bad Boll,,73087,Göppingen,Baden-Württemberg,48.639235,9.616604,5116
145230030030,Bad Brambach,,08648,Vogtlandkreis,Sachsen,50.223255,12.312457,1558
010600004004,Bad Bramstedt,Stadt,24576,Segeberg,Schleswig-Holstein,53.918819,9.882266,15439
071315003006,Bad Breisig,Stadt,53498,Ahrweiler,Rheinland-Pfalz,50.508995,7.299476,9623
096720113113,Bad Brückenau,St,97769,Bad Kissingen,Bayern,50.309455,9.786819,6470
084265001013,Bad Buchau,Stadt,88422,Biberach,Baden-Württemberg,48.063926,9.611773,4651
065330003003,Bad Camberg,Stadt,65520,Limburg-Weilburg,Hessen,50.29812,8.265932,14268
081175001006,Bad Ditzenbach,,73342,Göppingen,Baden-Württemberg,48.58863,9.704166,3840
130720006006,Bad Doberan,Stadt,18209,Landkreis Rostock,Mecklenburg-Vorpommern,54.106684,11.89935,13079
057620004004,Bad Driburg,Stadt,33014,Höxter,Nordrhein-Westfalen,51.736124,9.017025,19080
147300020020,Bad Düben,Stadt,04849,Nordsachsen,Sachsen,51.592198,12.585782,7713
073320002002,Bad Dürkheim,Stadt,67098,Bad Dürkheim,Rheinland-Pfalz,49.460397,8.169191,19159
150880020020,Bad Dürrenberg,Solestadt,06231,Saalekreis,Sachsen-Anhalt,51.292022,12.068592,11521
083260003003,Bad Dürrheim,Stadt,78073,Schwarzwald-Baar-Kreis,Baden-Württemberg,48.022026,8.530554,13149
032575401005,Bad Eilsen,,31707,Schaumburg,Niedersachsen,52.2407,9.105939,2494
145230040040,Bad Elster,Stadt,08645,Vogtlandkreis,Sachsen,50.282643,12.238262,3552
071415010006,Bad Ems,Stadt,56130,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.33497,7.712321,10030
066330006006,Bad Emstal,,34308,Kassel,Hessen,51.243864,9.260599,5566
065340003003,Bad Endbach,,35080,Marburg-Biedenkopf,Hessen,50.753161,8.495525,7933
091870128128,Bad Endorf,M,83093,Rosenheim,Bayern,47.908862,12.298542,8117
034590003003,Bad Essen,,49152,Osnabrück,Niedersachsen,52.319617,8.343951,16265
033580008008,Bad Fallingbostel,Stadt,29683,Heidekreis,Niedersachsen,52.865924,9.693984,12783
091870129129,Bad Feilnbach,,83075,Rosenheim,Bayern,47.773292,12.008173,8198
160650003003,Bad Frankenhausen/Kyffhäuser,Stadt,06567,Kyffhäuserkreis,Thüringen,51.357318,11.100746,9715
120640044044,Bad Freienwalde (Oder),Stadt,16259,Märkisch-Oderland,Brandenburg,52.788194,14.031047,11877
081255001005,Bad Friedrichshall,Stadt,74177,Heilbronn,Baden-Württemberg,49.229477,9.215882,19853
092750116116,Bad Füssing,,94072,Passau,Bayern,48.351663,13.310922,7981
031550001001,Bad Gandersheim,Stadt,37581,Northeim,Niedersachsen,51.870567,10.024463,8983
146285202020,Bad Gottleuba-Berggießhübel,Stadt,01816,Sächsische Schweiz-Osterzgebirge,Sachsen,50.851891,13.943289,5367
092750124124,Bad Griesbach i.Rottal,St,94086,Passau,Bayern,48.451913,13.192962,8952
031590002002,Bad Grund (Harz),,37539,Göttingen,Niedersachsen,51.809721,10.239461,7738
097785768144,Bad Grönenbach,M,87730,Unterallgäu,Bayern,47.875068,10.221332,5780
031530002002,Bad Harzburg,Stadt,38667,Goslar,Niedersachsen,51.880275,10.560048,19489
091730111111,Bad Heilbrunn,,83670,Bad Tölz-Wolfratshausen,Bayern,47.746023,11.462626,3855
082355003033,Bad Herrenalb,Stadt,76332,Calw,Baden-Württemberg,48.797568,8.438156,7694
066320002002,Bad Hersfeld,Kreisstadt,36251,Hersfeld-Rotenburg,Hessen,50.867805,9.706008,30846
097800123123,Bad Hindelang,M,87541,Oberallgäu,Bayern,47.506738,10.370607,5058
064340001001,Bad Homburg v. d. Höhe,Stadt,61343,Hochtaunuskreis,Hessen,50.228406,8.61299,56688
053820008008,Bad Honnef,Stadt,53604,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.643591,7.229126,25061
071385002004,Bad Hönningen,Stadt,53557,Neuwied,Rheinland-Pfalz,50.515502,7.306432,6355
034590004004,Bad Iburg,Stadt,49186,Osnabrück,Niedersachsen,52.156471,8.045253,10652
066330002002,Bad Karlshafen,Stadt,34385,Kassel,Hessen,51.643844,9.453624,3373
096720114114,Bad Kissingen,GKSt,97688,Bad Kissingen,Bayern,50.200795,10.077888,23223
130745451002,Bad Kleinen,,23996,Nordwestmecklenburg,Mecklenburg-Vorpommern,53.770508,11.47265,3704
160745053003,Bad Klosterlausnitz,,07639,Saale-Holzland-Kreis,Thüringen,50.916409,11.867278,3399
091800112112,Bad Kohlgrub,,82433,Garmisch-Partenkirchen,Bayern,47.66653,11.051047,2875
071330006006,Bad Kreuznach,Stadt,55545,Bad Kreuznach,Rheinland-Pfalz,49.844515,7.861839,54168
083155001006,Bad Krozingen,Stadt,79189,Breisgau-Hochschwarzwald,Baden-Württemberg,47.916377,7.699949,21755
064370001001,Bad König,Stadt,64732,Odenwaldkreis,Hessen,49.743868,9.005106,9508
096730141141,Bad Königshofen i.Grabfeld,St,97631,Rhön-Grabfeld,Bayern,50.299384,10.467271,6034
160765051003,Bad Köstritz,Stadt,07586,Greiz,Thüringen,50.930222,12.010908,3651
093720137137,Bad Kötzting,St,93444,Cham,Bayern,49.174806,12.854868,7494
059700028028,Bad Laasphe,Stadt,57334,Siegen-Wittgenstein,Nordrhein-Westfalen,50.927285,8.41223,13148
034590005005,Bad Laer,,49196,Osnabrück,Niedersachsen,52.100739,8.08725,8895
160640003003,Bad Langensalza,Stadt,99947,Unstrut-Hainich-Kreis,Thüringen,51.106785,10.649839,16717
150880025025,Bad Lauchstädt,Goethestadt,06246,Saalekreis,Sachsen-Anhalt,51.387158,11.867012,8883
147295301010,Bad Lausick,Stadt,04651,Leipzig,Sachsen,51.144619,12.640283,8043
031590003003,Bad Lauterberg im Harz,Stadt,37431,Göttingen,Niedersachsen,51.626737,10.46544,10164
160630099099,Bad Liebenstein,Stadt,36448,Wartburgkreis,Thüringen,50.816027,10.348493,7662
120625031024,Bad Liebenwerda,Stadt,04924,Elbe-Elster,Brandenburg,51.515956,13.394139,8899
082355004008,Bad Liebenzell,Stadt,75378,Calw,Baden-Württemberg,48.771372,8.73361,9301
057740008008,Bad Lippspringe,Stadt,33175,Paderborn,Nordrhein-Westfalen,51.782341,8.818502,17252
160750062062,Bad Lobenstein,Stadt,07356,Saale-Orla-Kreis,Thüringen,50.450309,11.640388,5523
071435001206,Bad Marienberg (Westerwald),Stadt,56470,Westerwaldkreis,Rheinland-Pfalz,50.651469,7.950685,6096
081285001007,Bad Mergentheim,Stadt,97980,Main-Tauber-Kreis,Baden-Württemberg,49.490973,9.773085,24023
146265203010,Bad Muskau / Mužakow,Stadt,02953,Görlitz,Sachsen,51.545194,14.721746,3577
